"predicate","response"
"cute",0.84
"worldwide",0.17
"whole",0.22
"wet",0.21
"eerie",0.74
"asymmetrical",0.22
"beautiful",0.78
"useful",0.78
"happy",0.76
"shrill",0.8
"fundamentalist",0.19
"solar",0.43
"bright",0.76
"creative",0.95
"adorable",0.97
"fantastic",0.96
"sufficient",0.76
"spontaneous",0.64
"Thai",0.12
"yellow",0.45
"plain",0.71
"Jewish",0.17
"vegetarian",0.44
"high",0.66
"little",0.56
"fake",0.59
"right",0.86
"nearby",0.57
"cute",0.96
"scientific",0.36
"territorial",0.46
"next",0.54
"naval",0.36
"Chinese",0.17
"limited",0.52
"fond",0.56
"sweet",0.79
"former",0.69
"best",0.88
"orthographic",0.38
"lucky",0.76
"civic",0.71
"Christian",0.53
"electrical",0.04
"dear",0.98
"radical",0.74
"orthographic",0.04
"tremendous",0.91
"wrong",0.82
"German",0.02
"enormous",0.99
"next",0.01
"classical",0.75
"pleasant",0.91
"French",0
"wet",0.02
"economic",0.02
"double",0.16
"large",0.97
"long",0.96
"traditional",0.98
"blind",0.76
"national",0.77
"democratic",0.57
"warm",0.95
"easy",0.97
"fancy",0.97
"bad",0.84
"calm",0.96
"black",0.03
"appetizing",0.96
"fresh",0.7
"basic",0.52
"brave",0.66
"useless",0.38
"Indian",0.64
"early",0.51
"gay",0.19
"tiny",0.72
"sick",0.47
"senior",0.71
"similar",0.62
"select",0.32
"bland",0.53
"authentic",0.32
"German",0.54
"social",0.78
"lazy",0.65
"magnetic",0.53
"veritable",0.3
"cold",0.31
"mountainous",0.77
"white",0.41
"forceful",0.64
"plain",0.19
"eminent",0.52
"female",0.32
"tremendous",0.66
"personal",0.78
"chronic",0.39
"psychological",0.6
"smart",0.73
"vulnerable",0.14
"outstanding",0.71
"hopeless",0.74
"simple",0.22
"internal",0.18
"legit",0.25
"vital",0.21
"rural",0.25
"cold",0.7
"upcoming",0.18
"silky",0.24
"loving",0.72
"expensive",0.74
"mobile",0.19
"strong",0.79
"Vietnamese",0.18
"elaborate",0.77
"national",0.1
"eastern",0.06
"asymmetrical",0.06
"mere",0.7
"useless",0.81
"close",0.8
"former",0.18
"Mediterranean",0.08
"logical",0.77
"scratchy",0.71
"entire",0.18
"sudden",0.67
"Palestinian",0.18
"nuclear",0
"Jamaican",0
"unknown",0
"cute",0.87
"substantive",0.74
"Asian",0
"multiple",0
"main",0.59
"parochial",0.33
"huge",1
"fundamentalist",0.82
"ancient",0.16
"medical",0.01
"intractable",0.7
"tricky",0.89
"Afghan",0
"direct",0.34
"fine",0.84
"Muslim",0
"social",0.13
"important",0.77
"fitted",0.29
"out",0.06
"smart",0.8
"imposing",0.87
"near",0.61
"logical",0
"excellent",0.66
"confidential",0.13
"wireless",0
"global",0
"fabulous",1
"romantic",1
"tripartite",0
"confidential",0
"similar",1
"covert",0.5
"double",0
"vast",1
"lazy",1
"major",0.8
"Christian",1
"orthographic",0
"creative",1
"European",0
"Palestinian",0.39
"wealthy",0.25
"antique",0
"Chinese",0
"positive",1
"waterproof",0
"new",0
"corporate",0
"public",0
"senior",0
"black",0
"severe",1
"dead",0
"ideological",1
"useless",0.64
"upcoming",0.13
"collective",0.37
"schizophrenic",0.16
"excellent",0.97
"new",0.15
"exact",0.02
"irate",0.69
"funny",0.96
"conventional",0.79
"Canadian",0.03
"slow",0.95
"fat",0.73
"ancient",0.75
"different",0.02
"big",0.95
"additional",0.54
"electoral",0
"organized",0.66
"diligent",0.56
"regional",0.53
"fine",0.8
"murderous",0.52
"mental",0.48
"Republican",0.67
"interesting",0.94
"appetizing",0.97
"Thai",0.01
"particular",0.01
"useful",0.72
"mobile",0.7
"flashy",0.84
"European",0
"yellow",0
"dark",0.2
"single",0.13
"virtual",0.13
"shrill",0.42
"fanatic",0.4
"persistent",0.77
"whole",0.09
"graphic",0.65
"terrorist",0.29
"nuclear",0.55
"sophisticated",0.88
"tripartite",0.54
"financial",0.45
"plastic",0
"murderous",0.53
"handsome",0.98
"aggressive",0.74
"Chinese",0
"accurate",0.41
"useful",0.69
"free",0.37
"Palestinian",0.09
"irate",0.85
"political",0.06
"biological",0
"civic",0.67
"little",0.68
"overall",0.36
"satisfactory",0.63
"specific",0.25
"direct",0.24
"real",0.19
"Iranian",0
"severe",0.65
"Australian",0
"Vietnamese",0
"select",0.21
"sudden",0.24
"organized",0.62
"romantic",0.81
"international",0.01
"actual",0.23
"smart",0.68
"universal",0.17
"traditional",0.33
"scratchy",0.24
"central",0.28
"vested",0.68
"strategic",0.41
"vast",0.31
"bad",0.84
"entire",0.07
"expensive",0.72
"religious",0.17
"classical",0.33
"lone",0.1
"territorial",0.77
"international",0.04
"tall",0.94
"Asian",0.97
"fine",0.84
"useful",0.86
"commercial",0.14
"calm",0.76
"wireless",0.05
"confidential",0.98
"historical",0.95
"tight",0.64
"Malaysian",0.06
"warm",0.79
"German",0.06
"parliamentary",0.04
"monthly",0.01
"affluent",0.78
"live",0.08
"serious",0.97
"funny",0.98
"young",0.73
"disgusting",0.97
"radical",0.97
"yellow",0.07
"bright",0.83
"multiple",0.24
"flashy",0.99
"sunny",0.82
"handsome",0.99
"Republican",0.44
"monthly",0.03
"new",0.03
"spontaneous",0.7
"substantial",0.76
"fat",0.7
"double",0.14
"preposterous",0.76
"tricky",0.78
"tripartite",0.15
"out",0.51
"honest",0.73
"polygamous",0.14
"hard",0.76
"graphic",0.72
"efficient",0.71
"white",0.13
"short",0.67
"Canadian",0.16
"delicious",0.72
"modern",0.73
"presidential",0.57
"interesting",0.65
"confidential",0.42
"big",0.75
"Italian",0.13
"ideological",0.7
"usual",0.71
"organized",0.63
"final",0.12
"orthographic",0.02
"pure",0.98
"large",0.98
"renal",0.03
"whole",1
"integrated",0.53
"antique",0.96
"adorable",1
"Cuban",0
"handsome",1
"male",0.28
"common",0.84
"golden",0.16
"useful",1
"bland",0.98
"gay",0.56
"entire",0
"temporary",0.14
"near",0.81
"nice",0.99
"blue",0
"disgusting",1
"historical",0.39
"final",0.19
"severe",1
"wrong",0.25
"ecological",0
"wireless",0
"democratic",0.34
"Iranian",0
"vulnerable",0.73
"positive",0.6
"particular",0.74
"blue",0.01
"national",0.24
"Muslim",0
"elaborate",0.65
"white",0.03
"fond",0.67
"smart",0.69
"good",0.79
"fitted",0.38
"annual",0
"dark",0.34
"multiple",0.75
"similar",0.74
"satisfactory",0.88
"efficient",0.82
"Republican",0.32
"hard",0.06
"parochial",0.46
"uninterrupted",0.3
"classical",0.24
"diligent",0.8
"dead",0
"nuclear",0
"live",0
"scientific",0.33
"democratic",0.32
"romantic",0.82
"orthographic",0.24
"blind",0.1
"electoral",0.54
"simultaneous",0.81
"clean",0.19
"negative",0.71
"Mediterranean",0.43
"horrible",0.63
"tremendous",0.22
"notable",0.34
"hard",0.29
"internal",0.67
"dirty",0.68
"British",0.27
"spontaneous",0.37
"crappy",0.71
"pure",0.29
"rural",0.49
"virtual",0.32
"young",0.67
"antique",0.5
"tricky",0.24
"friendly",0.48
"national",0.69
"modern",0.73
"strong",0.27
"Republican",0.36
"lifelong",0.67
"usual",0.33
"plain",0.35
"huge",0.9
"asymmetrical",0.73
"fond",0.84
"mountainous",0.94
"vested",0.93
"local",0.24
"close",0.78
"conventional",0.76
"fresh",0
"difficult",0
"tall",0.89
"logical",0
"honest",0
"silky",0
"Moslem",0.01
"tiny",0
"horrendous",1
"qualified",1
"medical",0
"legal",0.03
"Indian",0
"scratchy",0.79
"moral",0.81
"religious",0.91
"strong",0.71
"coincidental",0.83
"federal",0.63
"good",0.79
"specific",0
"Afghan",0
"cuddly",0.87
"slow",0.36
"dark",0.21
"tiny",0.2
"human",0
"blue",0.03
"painful",0.86
"fundamentalist",0.75
"electrical",0.03
"professional",0.24
"bad",0.1
"fundamental",0.94
"basic",0.88
"confidential",0.9
"popular",0.97
"legit",0.94
"immediate",0.68
"wonderful",0.89
"potent",0.36
"huge",0.1
"serious",0.29
"fine",0.65
"funny",0.97
"universal",0.84
"ancient",0.06
"total",0.73
"notable",0.44
"central",0.8
"lazy",0.9
"geometric",0.02
"certain",0.86
"militant",0.13
"Sicilian",0.13
"Pakistani",0.12
"horrible",0.86
"unknown",0.7
"immediate",0.16
"logical",0.88
"formal",0.13
"naval",0.12
"electrical",0.09
"little",0.68
"nice",0.76
"parliamentary",0.1
"Australian",0.07
"minor",0.67
"cultural",0.11
"nasty",0.96
"German",0.09
"accurate",0.82
"universal",0.1
"numerous",0.87
"murderous",0.89
"inner",0.12
"urgent",0.11
"high",0.11
"additional",0.91
"global",0.11
"potential",0.11
"sweet",0.91
"political",1
"economic",0.78
"Moslem",0.03
"long",0.98
"enormous",0.97
"important",0.5
"Muslim",0.03
"Pakistani",0.03
"simple",0.46
"similar",0.49
"cold",0.67
"classical",0.71
"fresh",0.74
"schizophrenic",0.24
"fake",0.65
"renal",0
"useless",0.54
"electric",0
"fancy",1
"wireless",0
"parochial",0.32
"sweet",0.49
"cultural",0.23
"kindly",0.53
"French",0
"European",0
"solar",0.41
"lone",0.47
"asymmetrical",0
"tremendous",0.48
"entire",0.62
"vital",0.58
"Egyptian",0.7
"former",0.44
"major",0.42
"special",0.64
"alternative",0.4
"elaborate",0.64
"serious",0.64
"yellow",0.54
"virtual",0.73
"big",0.72
"old",0.52
"exact",0.73
"unknown",0.45
"traditional",0.37
"fundamental",0.56
"certain",0.62
"Malaysian",0.49
"northeastern",0.71
"global",0.69
"nuclear",0.5
"coastal",0.71
"vast",0.63
"Jewish",0.42
"bloody",0.64
"popular",0.58
"upcoming",0.43
"brave",0.67
"plain",0.69
"Jamaican",0.17
"painful",0.64
"tremendous",0.86
"Muslim",0.01
"old",0.45
"best",0.98
"useless",0.82
"crappy",0.96
"Lebanese",0.13
"cuddly",0.85
"satisfactory",0.54
"high",0.47
"square",0.17
"formal",0.46
"confidential",0.32
"tiny",0.76
"full",0.48
"long",0.74
"asymmetrical",0.14
"elaborate",0.43
"inner",0.08
"official",0.14
"commercial",0.22
"planetary",0.05
"murderous",0.44
"forceful",0.6
"bland",0.78
"black",0.01
"slow",0.45
"maritime",0.11
"American",0.13
"qualified",0.17
"little",0.84
"authentic",0.3
"live",0.11
"ordinary",0.77
"former",0.08
"sudden",0.71
"personal",0.19
"mental",0.76
"vegetarian",0
"smart",0.25
"European",0.1
"select",0.83
"technical",0.76
"vested",0.21
"fancy",0.86
"integrated",0.25
"huge",0.86
"strong",0.89
"Christian",0.11
"geometric",0
"expensive",0.69
"regional",0.23
"bland",0.87
"fat",0.8
"mobile",0.11
"Mexican",0.06
"parliamentary",0.22
"German",0.07
"simultaneous",0.03
"Thai",0.41
"nearby",0.98
"whole",0.02
"Muslim",0.4
"smart",0.92
"renal",0.51
"wide",0.94
"particular",0.57
"great",0.95
"only",0.1
"aggressive",0.99
"modern",0.79
"negative",0.6
"old",0.68
"fluid",0.26
"burdensome",0.06
"Palestinian",0.53
"organized",0.77
"waterproof",0.3
"psychological",0.73
"eastern",0.17
"terrorist",0.47
"parliamentary",0.52
"above",0.75
"legit",0.73
"crappy",0.82
"total",0.25
"square",0.05
"personal",0.73
"inner",0.45
"presidential",0.79
"outer",0.5
"innocent",0.71
"silent",0.48
"virtual",0.44
"fancy",0.49
"vulnerable",0.32
"rude",0.62
"civic",0.53
"moral",0.53
"old",0.34
"major",0.48
"democratic",0.28
"spiritual",0.42
"commercial",0.54
"American",0.5
"spontaneous",0.4
"dominant",0.42
"international",0.4
"Italian",0.37
"entire",0.35
"classical",0.36
"easy",0.36
"common",0.43
"Egyptian",0.58
"real",0.36
"short",0.44
"new",0.41
"tall",0.39
"ideological",0.16
"rural",0.22
"expensive",0.8
"full",0.02
"persistent",0.72
"scratchy",0.32
"unlawful",0.07
"white",0.04
"notable",0.83
"actual",0.24
"particular",0.13
"solar",0.05
"inner",0.01
"geometric",0.13
"vegetarian",0.07
"dead",0.03
"similar",0.78
"outstanding",0.84
"parliamentary",0.17
"tricky",1
"central",0.2
"orthographic",0.11
"horrible",0.98
"historical",0.35
"cute",1
"creative",0.88
"ulterior",0.1
"strong",0.31
"pertinent",0.09
"custom",0.73
"inner",0.06
"inside",0
"murderous",0.63
"orthographic",0.09
"poor",0.54
"negative",0.57
"useless",0.58
"electrical",0
"Malaysian",0
"wealthy",0.24
"double",0.53
"funny",0.77
"early",0
"immediate",0
"necessary",0.01
"real",0
"indoor",0.03
"Islamic",0
"fresh",0.1
"top",0
"eerie",0.65
"fleeting",0.65
"tiny",0.07
"live",0
"Iraqi",0
"Canadian",0
"manned",0
"organized",0.18
"fanatic",0.07
"rural",0.22
"senior",0.13
"Mexican",0.03
"Christian",0.02
"eminent",0.75
"Republican",0.02
"eerie",0.9
"preposterous",0.72
"Jamaican",0
"solar",0.02
"warm",0.78
"forceful",0.75
"whole",0.03
"excellent",0.86
"dead",0.09
"vulnerable",0.79
"Moslem",0.08
"single",0.7
"light",0.09
"total",0
"monthly",0.11
"final",0.04
"parliamentary",0.35
"crappy",0.9
"central",0.17
"spontaneous",0.15
"notable",0.79
"southwestern",0.03
"potent",0.72
"affluent",0.59
"legal",0.06
"popular",0.82
"golden",0.11
"enormous",0.18
"technical",0.43
"moral",1
"usual",0.8
"false",0
"single",0
"classical",0.2
"modern",0.23
"above",0
"new",0
"hard",0
"democratic",0.62
"typical",0.72
"military",0
"natural",0.63
"interim",0.13
"inside",0
"front",0
"useful",0.67
"antique",0.29
"right",0
"Moslem",0.34
"outer",0
"geometric",0.3
"virtual",0.32
"Jewish",0.09
"nasty",1
"terrorist",0.31
"federal",0
"Indian",0
"burdensome",0.73
"kindly",0.57
"Jamaican",0
"electoral",0.09
"high",0.62
"irate",0.62
"lonely",0.51
"indoor",0
"disgruntled",0.63
"old",0.77
"spiritual",0.62
"past",0.09
"vested",0.07
"Vietnamese",0
"American",0
"eminent",0.71
"gay",0.08
"special",0.9
"electrical",0.08
"small",0.77
"chronic",0.37
"smart",0.52
"basic",0.72
"aggressive",0.54
"bright",0.37
"entire",0.07
"European",0
"official",0.36
"private",0.21
"total",0.29
"next",0.31
"political",0.78
"senior",0.22
"technical",0.07
"presidential",0.14
"Christian",0.72
"annual",0.19
"civic",0.26
"scientific",0.02
"Russian",0.26
"bland",0.86
"northeastern",0.77
"rural",0.79
"deliberate",0.88
"medical",0.18
"gay",0.83
"fleeting",0.73
"particular",0.26
"usual",0.69
"authentic",0.82
"poor",0.78
"nasty",0.76
"central",0.25
"Thai",0.29
"strong",0.75
"inside",0.2
"absolute",0.16
"proper",0.76
"imminent",0.16
"popular",0.75
"ideological",0.08
"efficient",0.68
"lifelong",0
"light",0.64
"delicious",0.97
"serious",0.84
"wonderful",1
"human",0
"manned",0.47
"possible",0.44
"Italian",0
"central",0.66
"electric",0.02
"accurate",0.49
"interim",0.46
"absolute",0.68
"useful",0.83
"proper",0.93
"different",0.47
"past",0.04
"numerous",0.74
"scratchy",0.83
"cold",0.9
"out",0
"best",0.94
"electrical",0.03
"mountainous",0.36
"funny",0.93
"Islamic",0.72
"single",0.02
"yellow",0.4
"live",0.18
"Italian",0.32
"northeastern",0.01
"official",0.93
"veritable",0.94
"false",0.99
"innocent",0.97
"logical",0.92
"formal",0.88
"annual",0
"particular",0.46
"positive",0.82
"interim",0.39
"right",0.97
"special",0.8
"irate",0.81
"electoral",0.06
"musical",0.09
"related",0.15
"ordinary",0.79
"entire",0.75
"Australian",0.04
"fat",0.95
"friendly",0.8
"top",0.06
"inaugural",0.06
"manned",0.41
"bland",0.93
"daily",0.04
"Chinese",0
"eerie",1
"federal",0.06
"honest",1
"senior",0
"manned",0.07
"light",0.11
"Indian",0.06
"dead",0
"lifelong",0
"former",0.06
"eminent",0.84
"Australian",0
"adorable",1
"male",0
"fresh",0.97
"slow",0.94
"geometric",0
"biological",0.05
"nuclear",0
"long",0.96
"sick",0.85
"schizophrenic",1
"full",0.94
"soft",0.98
"sophisticated",0.94
"vast",1
"calm",1
"elaborate",0.74
"horrendous",0.98
"maritime",0.36
"fresh",1
"false",0
"radical",0.61
"Australian",0.05
"basic",0.97
"sweet",0.99
"personal",0.85
"female",0.01
"dead",0
"substantial",1
"bland",0.95
"human",0.04
"real",0
"nasty",0.93
"manned",0.48
"present",0
"military",0.01
"absolute",0.05
"fond",0.96
"annual",0
"live",0.01
"plain",1
"positive",0.03
"different",1
"tight",0
"sudden",0
"Cuban",0
"interesting",0.75
"wonderful",1
"maritime",0
"significant",0.52
"happy",1
"nasty",0.71
"Mediterranean",0
"short",0.37
"electoral",0
"wet",0.25
"smart",0.66
"final",0.12
"continental",0
"optical",0
"Italian",0
"magnetic",0
"persistent",0.23
"special",1
"Australian",0
"Muslim",0
"nearby",0.68
"wide",0.58
"Lebanese",0
"daily",0
"corporate",0.37
"geometric",0
"free",0.51
"financial",0
"vegetarian",0.43
"efficient",0.77
"typical",0.99
"poor",0.26
"national",0.23
"Palestinian",0.06
"nasty",0.96
"desperate",0.85
"ulterior",0.46
"crappy",0.83
"Cuban",0.06
"beautiful",0.49
"mental",0.61
"loving",0.72
"fat",0.28
"black",0.05
"religious",0.51
"useless",0.73
"global",0.24
"antique",0.3
"whole",0.22
"spiritual",0.64
"silky",0.1
"basic",0.9
"conversational",0.18
"necessary",0.98
"personal",0.94
"forceful",0.14
"specific",0.02
"Christian",0.27
"dark",0.15
"Afghan",0.03
"severe",0.78
"fundamental",0.2
"veritable",0.76
"conventional",0.54
"universal",0.09
"psychological",0.86
"coincidental",0.1
"male",0.05
"blind",0.08
"economic",0.05
"Cuban",0.02
"unusual",0.77
"prime",0.27
"big",0.94
"new",0.6
"average",0.73
"minor",0.21
"huge",0.83
"civic",0.11
"tiny",0.87
"horrible",0.9
"diligent",0.98
"yellow",0.02
"square",0.09
"irate",0.94
"elaborate",0.25
"antique",0.92
"near",0.72
"certain",0.22
"plain",0.89
"worldwide",0.83
"territorial",0.8
"smooth",0.53
"tricky",0.86
"schizophrenic",0.48
"universal",0.83
"political",0.41
"modern",0.72
"elaborate",0.52
"unknown",0.68
"radical",0.41
"fleeting",0.75
"vulnerable",0.77
"eastern",0.73
"corporate",0.35
"notable",0.82
"male",0.64
"deliberate",0.33
"honest",0.75
"particular",0.79
"pure",0.77
"important",0.37
"British",0.75
"silent",0.31
"psychological",0.76
"urgent",0.75
"fancy",0.37
"lovely",0.85
"silky",0.31
"efficient",0.73
"Palestinian",0.04
"dead",0.22
"ordinary",0.78
"necessary",0.49
"correct",0.13
"Bangladeshi",0.02
"imposing",0.46
"typical",0.58
"double",0.07
"Parisian",0.06
"mere",0.61
"lone",0.3
"tiny",0.58
"disgusting",0.84
"local",0.39
"potential",0.5
"financial",0.18
"Christian",0.24
"qualified",0.43
"present",0.27
"strong",0.42
"shrill",0.58
"dirty",0.63
"Jamaican",0.12
"Japanese",0.05
"romantic",0.76
"temporary",0.56
"useless",0.78
"Iraqi",0.05
"substantial",0.5
"veritable",0.61
"territorial",0.15
"Republican",0.4
"unusual",0.77
"vegetarian",0.09
"interim",0.01
"corporate",0.01
"important",0.82
"former",0.03
"wet",0.18
"immediate",0.31
"long",0.7
"sunny",0.8
"Afghan",0.02
"musical",0.14
"black",0.01
"severe",0.52
"manned",0.03
"kindly",1
"medical",0.02
"planetary",0.02
"alternative",0.01
"Asian",0.02
"inner",0.03
"soft",0.83
"common",0.79
"painful",0.98
"unlawful",0.73
"absolute",0.01
"outer",0.03
"renal",0.22
"appetizing",0.71
"pure",0.72
"Lebanese",0.1
"electoral",0.51
"British",0.59
"Pakistani",0.31
"light",0.84
"unique",0.7
"antique",0.7
"Republican",0.06
"public",0.13
"Muslim",0.52
"innocent",0.75
"nearby",0.75
"double",0.68
"front",0.74
"virtual",0.84
"simultaneous",0.53
"human",0.74
"wide",0.76
"necessary",0.7
"fitted",0.74
"fake",0.89
"dear",0.69
"electric",0.16
"desperate",0.76
"hopeless",0.8
"common",0.75
"legit",0.75
"whole",0.92
"nice",0.6
"lovely",0.78
"fresh",0.33
"usual",0.59
"tactical",0.47
"strong",0.6
"coincidental",0.47
"satisfactory",0.33
"above",0.58
"funny",0.43
"private",0.66
"blind",0.46
"public",0.4
"Jamaican",0.58
"Italian",0.42
"fundamental",0.56
"British",0.41
"former",0.66
"real",0.47
"professional",0.63
"past",0.46
"fleeting",0.62
"rude",0.47
"common",0.63
"Israeli",0.42
"Chinese",0.66
"authentic",0.49
"false",0.67
"personal",0.49
"entire",0.11
"overall",0.18
"moral",0.96
"formal",0.62
"hard",0.11
"deliberate",0.27
"Canadian",0.02
"senior",0.07
"different",0.33
"plain",0.59
"slow",0.71
"full",0.44
"naval",0.08
"schizophrenic",0.05
"Jamaican",0.04
"mountainous",0.11
"vested",0.2
"fond",0.65
"strong",0.66
"free",0.79
"next",0.28
"silent",0.3
"recent",0.44
"bright",0.58
"right",0.76
"pertinent",0.85
"civil",0.53
"Italian",0.04
"Republican",0.02
"double",0.09
"correct",0.09
"alternative",0.3
"horrendous",0.97
"blind",0.03
"nearby",0.57
"near",0.66
"double",0.02
"imminent",0.22
"musical",0.52
"substantive",0.32
"burdensome",0.69
"out",0.15
"vested",0.11
"minor",0.05
"happy",0.59
"dominant",0.55
"elaborate",0.7
"direct",0.52
"Muslim",0.04
"accurate",0.05
"prime",0.7
"fat",0.3
"bad",0.91
"central",0.66
"silent",0.12
"particular",0.03
"efficient",0.16
"scientific",0.33
"friendly",0.43
"wonderful",0.57
"fleeting",0.72
"sophisticated",0.25
"fresh",0.12
"civic",0.08
"vulnerable",0.42
"sweet",0.85
"Cuban",0
"Chinese",0
"moral",0.32
"out",0.19
"amazing",0.65
"Republican",0.16
"biological",0.06
"black",0
"southwestern",0.15
"irate",0.37
"outstanding",0.78
"delicious",0.91
"unusual",0.65
"possible",0.09
"notable",0.63
"public",0.12
"fluid",0.16
"democratic",0.07
"friendly",0.2
"negative",0.08
"affluent",0.07
"legal",0.23
"rural",0.04
"northern",0
"African",0
"Christian",0
"wealthy",0
"particular",0.68
"popular",0.23
"national",0.08
"vulnerable",0.89
"traditional",0.67
"Bangladeshi",0.05
"gay",0.02
"legit",0.55
"proper",0.78
"bad",0.97
"Iraqi",0
"eminent",0.75
"potential",0.27
"annual",0.64
"specific",0.26
"renal",0.47
"front",0.66
"nearby",0.09
"lone",0.71
"lifelong",0.82
"terrorist",0.34
"economic",0.72
"commercial",0.68
"enormous",0.13
"lazy",0.85
"religious",0.09
"eastern",0.08
"average",0.72
"dead",0.01
"tight",0.58
"unusual",0.85
"brave",0.9
"difficult",0.59
"interim",0.46
"planetary",0.44
"fundamentalist",0.71
"European",0.15
"exquisite",0.81
"diligent",0.87
"Muslim",0.01
"additional",0.69
"unknown",0.73
"physical",0.45
"political",0.38
"nasty",0.81
"electrical",0.28
"numerous",0.76
"vested",0.57
"Sicilian",0.09
"above",0.14
"rude",0.8
"Vietnamese",0.07
"warm",0.74
"direct",0.69
"enormous",0.66
"formal",0.77
"possible",0.81
"foreign",0.21
"useless",0.72
